9043,370293,150,57.1
9043,370293,151,57.1
9043,370293,152,56.9
9043,370293,153,56.9
9043,370293,154,56.9
9043,370293,155,56.9
9043,370293,156,57.8
9043,370293,157,59.3
9043,370293,158,59.3
9043,370293,159,59.2
9043,370293,160,59.2
9043,370293,161,59.1
9043,370293,162,59.1
9043,370293,163,59.3
9043,370293,164,61.5
9043,370293,165,61.8
9043,370293,166,61.7
9043,370293,167,61.6
9043,370293,168,61.6
9043,370293,169,61.5
9043,370293,170,61.5
9043,370293,171,61.5
9043,370293,172,61.4
9043,370293,173,61.3
9043,370293,174,61.3
9043,370293,175,61.2
9043,370293,176,61.2
9043,370293,177,61.1
9043,370293,178,61.1
9043,370293,179,61.1
9043,370293,180,61.0
9043,370293,181,61.0
9043,370293,182,61.1
9043,370293,183,61.2
9043,370293,184,61.1
9043,370293,185,61.1
9043,370293,186,61.1
9043,370293,187,61.0
9043,370293,188,60.9
9043,370293,189,60.9
9043,370293,190,60.9
9043,370293,191,60.8
9043,370293,192,60.7
9043,370293,193,60.8
9043,370293,194,60.7
9043,370293,195,60.6
9043,370293,196,60.7
9043,370293,197,60.6
9043,370293,198,60.6
9043,370293,199,60.5
9043,370293,200,60.5
9043,370293,201,60.5
9043,370293,202,60.4
9043,370293,203,60.4
9043,370293,204,60.4
9043,370293,205,60.3
9043,370293,206,60.3
9043,370293,207,60.2
9043,370293,208,60.2
9043,370293,209,60.0
9043,370293,210,59.9
9043,370293,211,60.0
9043,370293,212,60.0
9043,370293,213,59.9
9043,370293,214,59.8
9043,370293,215,59.9
9043,370293,216,59.9
9043,370293,217,59.9
9043,370293,218,59.9
9043,370293,219,59.7
9043,370293,220,59.7
9043,370293,221,59.7
9043,370293,222,59.7
9043,370293,223,59.6
9043,370293,224,59.6
9043,370293,225,59.6
9043,370293,226,59.5
9043,370293,227,59.5
9043,370293,228,59.5
9043,370293,229,59.5
9043,370293,230,59.4
9043,370293,231,59.3
9043,370293,232,59.4
9043,370293,233,59.3
9043,370293,234,59.3
9043,370293,235,59.3
9043,370293,236,59.2
9043,370293,237,59.2
9043,370293,238,59.2
9043,370293,239,59.1
9043,370293,240,59.5
9043,370293,241,61.8
9043,370293,242,61.9
9043,370293,243,61.9
9043,370293,244,61.8
9043,370293,245,61.8
9043,370293,246,61.8
9043,370293,247,61.5
9043,370293,248,61.6
9043,370293,249,61.3
9043,370293,250,61.2
9043,370293,251,61.4
9043,370293,252,61.4
9043,370293,253,61.3
9043,370293,254,61.2
9043,370293,255,61.4
9043,370293,256,61.4
9043,370293,257,61.4
9043,370293,258,61.4
9043,370293,259,61.3
9043,370293,260,61.3
9043,370293,261,61.3
9043,370293,262,61.3
9043,370293,263,61.2
9043,370293,264,61.2
9043,370293,265,61.1
9043,370293,266,60.9
9043,370293,267,60.9
9043,370293,268,60.7
9043,370293,269,60.8
9043,370293,270,60.9
,#Summary,,
,#nfill,nrun,
